Title,rate,Year,certificate,genre,rate,story,director,votes count
Mahogany,469.,(2022 Video Game),,"
Drama            ",,"
Judgments and loyalty are tested in this raw and uncensored coming-of-age drama about Mo a young woman growing up in the trenches of an urban neighborhood.","
    Directors:
Harold Jay Trotter, 
Allana De'Nai
                 | 
    Stars:
Brennan Brown, 
Callmechoko Bruce Zelaya, 
Jeremy Cann, 
Corrigan Coleman
    ",
Amazing Bomberman,470.,(2022 Video Game),,"
Action            ",,"
        Add a Plot
","
    Directors:
Takahiro Okano, 
Sho Nihonmatsu
    ",
Hell Pie,471.,(2022 Video Game),,"
Adventure            ",,"
Hell Pie is an obscene 3D platformer that takes bad taste to the next level. You grab the horns of Nate, the 'Demon of Bad Taste'. He is given the honorable task of gathering the disgusting ingredients for Satan's birthday pie.","
    Director:
Shawna Hoolt
                 | 
    Stars:
Lukasz Apostoluk, 
Kevin Barbare, 
Marius Kirschke, 
Henryk Messerer
    ",
Ashzel & The Power Dagger,472.,(2022 Video Game),,"
Action            ",,"
        Add a Plot
","
    Director:
Pamela Linares
    ",
My Little Pony: Mane Merge,473.,(2022 Video Game),,,,"
        Add a Plot
","
    ",
Ghostrunner Project_Hel DLC,474.,(2022 Video Game),,,,"
        Add a Plot
","
    Director:
George Ledoux
                 | 
    Stars:
Eileen Anglin, 
Lindsey Vega
    ",
DSMTG,475.,(2022 Video Game),,"
Action            ",,"
Quick. Help SkyFace catch the falling soldiers from the sky. Do not let them touch the ground or it's GAME OVER.","
    Director:
Shon
    ",
Aftermath Crumble,476.,(2022 Video Game),,"
Horror            ",,"
Chris is stuck in a death game hosted by a strange, floating lady. He's trying to survive by manipulating the other players, but when the world around them starts crumbling, and strange ...                See full summary »
","
            
    Stars:
Melissa White, 
Noah Lanier, 
Ron Guan, 
Amber Barile
    ",
Little League World Series Baseball 2022,477.,(2022 Video Game),,"
Sport            ",,"
        Add a Plot
","
    Directors:
Gillian Brashear, 
Randall Ryan
                 | 
    Stars:
Erik Braa, 
Gillian Brashear, 
Misty Lee, 
Steve Marvel
    ",
No Reason to Apologize: The Resilient Legacy of Viola Desmond,478.,(2022 Video Game),,"
Biography            ",,"
        Add a Plot
","
    ",
Misty Continent,479.,(2022 Video Game),,,,"
        Add a Plot
","
    ",
The Midnight Dance,480.,(2022 Video Game),,"
Romance, Fantasy            ",,"
Prince Everett has been sickly ever since he was young. Thus, the King and Queen, locks him in his room. One night, he is laying in bed wishing to dance the night away. As if an answer to his prayers, a stranger appears on his balcony.","
            
    Stars:
Jerron Bacat, 
Allen Chan, 
Emily Joann, 
PJ Pollina
    ",
Isekai Eternal,481.,(2022 Video Game),,"
Action, Adventure, Fantasy            ",,"
Isekai Eternal is a MOBA game with anime-themed champions summoned from 6 different worlds to fight in the Isekai Wars.","
    ",
The King Arthur,482.,(2022 Video Game),,"
Adventure            ",,"
        Add a Plot
","
    ",
Construction Simulator,483.,(2022 Video Game),,,,"
        Add a Plot
","
            
    Star:
Natalie Hitzel
    ",
The Dream of Shadowlands: Episode 2,484.,(2022 Video Game),,"
Adventure, Fantasy, Horror            ",,"
Rina and Jyl find a temple to Yurenica. Uncovering Shadowlands theology and frightening creatures, Rina begins to understand her circumstances. As the stakes rise, how will the motivations of those around her change?","
    Director:
Catalina Zavaleta
                 | 
    Stars:
Catalina Zavaleta, 
Santino Low, 
Joey Sourlis, 
Druskie
    ",
Ultrawings 2,485.,(2022 Video Game),,"
Action            ",,"
        Add a Plot
","
    Directors:
Christopher Stockman, 
Randall Ryan
                 | 
    Stars:
Ian James Corlett, 
Dave Fennoy, 
Elizabeth Maxwell
    ",
Are You Smarter than a 5th Grader?,486.,(2022 Video Game),E,"
Game-Show            ",,"
Join us and test your knowledge - are you really smarter than a fifth grader? Face the brain-twisting questions in this famous quiz game based on the original TV show.","
    Director:
Laurence Bouvard
                 | 
    Stars:
Ian Hernandez-Oropeza, 
Danielle Lewis, 
Ashley McCrone
    ",
Ghost on the Shore,487.,(2022 Video Game),,"
Drama            ",,"
You play a Riley, a new arrival on a series of uninhabited islands. When Riley arrives she meets Josh, a ghost. Throughout Riley's journey, she discovers how Josh died.","
    Director:
Dagmar Blommaert
                 | 
    Stars:
Nola Klop, 
Phillip Sacramento, 
Mike Bodie, 
Stephane Cornicard
    ",
Crowing,488.,(2022 Video Game),,"
Horror            ",,"
To save his murder, a humble crow scout is ordered by his king to deliver mysterious scrolls to three dangerous rivals before sunrise.","
            
    Stars:
Jalen Askins, 
Jayce Ghoul, 
Roger Hanna, 
Icefang
    ",
Dread Hunger,489.,(2022 Video Game),,"
Action, Adventure, Thriller            ",,"
A game of survival and betrayal. Eight Explorers path their ship through the unforgiving Arctic. Among the crew, two traitors call on dark powers to undermine them.","
    Directors:
Alex Quick, 
Paul Fox
                 | 
    Stars:
Colin Cassidy, 
Jonathan Cotton, 
Daniel Denova, 
Dan Eady
    ",
Inanimate Insanity Run,490.,(2022 Video Game),,"
Animation            ",,"
        Add a Plot
","
    Director:
Poofficial
                 | 
    Star:
Michael Bruzzone
    ",
Xploshi's Schoolhouse of Horror,491.,(2022 Video Game),,"
Horror            ",,"
        Add a Plot
","
    Directors:
Johnny Darrell, 
Matt Ferguson
                 | 
    Stars:
Skyler Nicholson, 
Jake Van Zandt, 
Diane Wynne
    ",
Blind Fate: Edo No Yami,492.,(2022 Video Game),,"
Action            ",,"
        Add a Plot
","
            
    Stars:
Jb Coleman, 
Grant Corvin, 
Catherine Emberton-Goings, 
David Parry
    ",
Relic Hunters: Rebels,493.,(2022 Video Game),E10+,"
Action            ",,"
Pinkyy, Jimmy, Raff and Ace must fight their enemies, get items, craft and collect different weapons and unravel a story about rival tribes that must overcome their differences to defeat the evil Duncan Empire.","
            
    Stars:
Lucien Dodge, 
Elspeth Eastman, 
Kimlinh Tran
    ",
The Tale of Onogoro,494.,(2022 Video Game),,"
Adventure            ",,"
        Add a Plot
","
            
    Stars:
Yoshino Nanjô, 
Yugo Sato
    ",
Rough Justice: '84,495.,(2022 Video Game),,"
Drama            ",,"
Seneca City's top Detective is falsely accused of a crime he did not commit, and is sentence to 15 years in prison. However after only 4 years on the inside a mysterious foreign agent pays his bail.","
    Directors:
Jeremiah Costello, 
Mike Bodie
                 | 
    Star:
Mike Bodie
    ",
Mushroom Kingdom Nightmares: The Remake,496.,(2022 Video Game),,"
Adventure, Horror            ",,"
A remake to the original game with new characters, a little bit of plot changes and new content.","
    Director:
Luigi Guy
                 | 
    Stars:
Thea Solone, 
Ross K. Foad, 
Cliff Jones
    ",
Pitch Black: A Dusklight Story,497.,(2022 Video Game),,"
Adventure            ",,"
        Add a Plot
","
            
    Stars:
T.J. Anthony, 
Marcus Bailey, 
Alex Cain, 
Dylan Fischer
    ",
Army of Ruin,498.,(2022 Video Game),,"
Action, Fantasy            ",,"
Army of Ruin is an auto-shooter in which you guide legendary heroes on a quest to defeat the Armies of Evil.","
    ",
Warcraft 3: Reversed (Mod),499.,(2022 Video Game),T,"
Adventure, Comedy            ",,"
The Reign of Chaos is upon the planet of Azeroth. Now is your time to truly learn that it was always about the chaos more than it was the reign of control upon the world.","
    Directors:
Brian Vedette, 
Sean Murray
                 | 
    Star:
Nate Barham
    ",
Lee,500.,(2022 Video Game),,"
Drama            ",,"
        Add a Plot
","
    Director:
Carrie Love
                 | 
    Stars:
Eva Luna Amador, 
Ty Chenell, 
Dale Dobson, 
Tamara French
    ",
"﻿Elder Scrolls Online: High Isle",501.,(2022 Video Game),,,,"
        Add a Plot
","
    ",
Touken Ranbu Warriors,502.,(2022 Video Game),,"
Adventure            ",,"
        Add a Plot
","
    ",
Nozomu kimi no mirai,503.,(2022 Video Game),,,,"
        Add a Plot
","
    ",
The Knight's Dilemma,504.,(2022 Video Game),,"
Drama, Fantasy, Romance            ",,"
Dahlia Wintone has been a knight of the Kingdom of Thorntone for several years. During her service, she became not only Queen Linda's trusted protector but a close confidant as well. But ...                See full summary »
","
    Director:
Anna Maria Konczak
                 | 
    Stars:
Jett Barker, 
Ty Coker, 
Gale Rivera, 
Christian Cox
    ",
We Who Are About to Die,505.,(2022 Video Game),,"
Action            ",,"
        Add a Plot
","
    Director:
Jordy Lakiere
                 | 
    Stars:
Jordy Lakiere, 
Nathaniel De'vitt
    ",
Light & Shadow,506.,(2022 Video Game),,"
Fantasy            ",,"
When a star falls in a nearby forest, it spurs Po onto a quest to find that light and bring it into their life. Light and Shadow is a game where you face your anxieties, push past depression, and seek moments of joy in a grey world.","
    Director:
Robin Careless
                 | 
    Stars:
Anne Barber, 
Lochlan Cox, 
Sequoia Erickson, 
Brad Harley
    ",
Potionomics,507.,(2022 Video Game),,"
Action            ",,"
        Add a Plot
","
    ",
Avatar Generations,508.,(2022 Video Game),,"
Adventure            ",,"
        Add a Plot
","
    ",
Grim Tranquility,509.,(2022 Video Game),,"
Action, Sci-Fi            ",,"
        Add a Plot
","
    Director:
Chris Wright
                 | 
    Stars:
Misty Lee, 
Darin De Paul, 
Ray Chase, 
Grant George
    ",
Grim Tales: Horizon of Wishes,510.,(2022 Video Game),,"
Adventure            ",,"
        Add a Plot
","
            
    Star:
Alaina Wis
    ",
Resident Evil - Remake,511.,(2022 Video Game),,"
Horror            ",,"
        Add a Plot
","
    Director:
Briins Croft
                 | 
    Stars:
T.J. Faulkner, 
Shane Greene
    ",
Itorah,512.,(2022 Video Game),,"
Action, Adventure, Fantasy            ",,"
Guide Itorah through a fantastic world inhabited by strange masked beings. She seems to be the only human left, facing the challenge of making her way across a cursed world. Along the ...                See full summary »
","
    ",
Book Travelers: A Victorian Story,513.,(2022 Video Game),,"
Adventure            ",,"
        Add a Plot
","
            
    Star:
Alaina Wis
    ",
JJ's Big Adventure,514.,(2022 Video Game),,"
Action            ",,"
JJ's Big Adventure is the second game by developer Vanilla Bizcotti and publisher Crusty Game Studios. It's based on the characters from the book JJ and the Flattened Hat. It involves ...                See full summary »
","
    ",
The Valiant,515.,(2022 Video Game),T,,,"
        Add a Plot
","
    ",
Mount Chiliad: The Slasher,516.,(2022 Video Game),,"
Horror, Mystery, Thriller            ",,"
The group of peoples came on mountain. They have no idea what's going on in that mountain.","
    Director:
Lukas Hutira
    ",
Demon Turf: Neon Splash,517.,(2022 Video Game),E10+,"
Action, Adventure, Comedy            ",,"
Demon Turf is back and better than ever, Join Beebz in this neon lit adventure where speedy platforming reigns supreme.","
    ",
Rabbids: Party of Legends,518.,(2022 Video Game),,"
Family            ",,"
        Add a Plot
","
    Director:
Juen Yeow Mak
    ",
Murder on Ice,519.,(2022 Video Game),,"
Mystery            ",,"
Set in the world of competitive figure skating, players work to solve the murder of world-renowned skating coach, Nathan LaPalma, found dead with his throat slit by the blade of an ice ...                See full summary »
","
    Director:
Keith Tralins
                 | 
    Stars:
Benjamin Culpepper, 
Lexi Dolores, 
David Eggers II, 
J.C. Hoffman
    ",
The Year After,520.,(2022 Video Game),,"
Adventure            ",,"
        Add a Plot
","
    ",
The Darkest Plague,521.,(2022 Video Game),,"
Thriller            ",,"
When a mysterious plague gas permeates through the City of Metropolis, The Doctor must traverse a surrealistic reformation of their city as they combat mutated soldiers, otherworldly fiends...                See full summary »
","
    Director:
Senastian Baracaldo
    ",
APICO,522.,(2022 Video Game),,"
Adventure            ",,"
Set in a series of lush environments, APICO uniquely combines resource gathering, biology, and beekeeping minigames, taking ideas from a mix of real-life and fantasy apiculture and floriculture.","
    ",
Roadwarden,523.,(2022 Video Game),,"
Adventure            ",,"
        Add a Plot
","
    ",
Venba,524.,(2022 Video Game),,,,"
A narrative cooking game where you play as an Indian mother who immigrates to Canada with her family in the 1980s.","
    ",
Pixie Duel,525.,(2022 Video Game),,,,"
        Add a Plot
","
            
    Stars:
Cole Feuchter, 
Nola Klop, 
Aimee Smith
    ",
Kids on Site: Hard Hat Edition,526.,(2022 Video Game),,"
Family            ",,"
        Add a Plot
","
    Director:
Heidi Holman
                 | 
    Stars:
Larry Grennan, 
Scott McClain, 
Robin Joss, 
Cam Stoan
    ",
ToyChica's Pizzeria: Backstories,527.,(2022 Video Game),,"
Horror            ",,"
Discover ToyChica and friends' backstories on how it all began.","
            
    Stars:
Ross K. Foad, 
Ascelin VA
    ",
A Slit of Joy,528.,(2022 Video Game),M,"
Horror            ",,"
Finn was sad, so he killed himself. But he was greeted by Aoi a mysterious girl who granted him one wish before he gets reincarnated. Finn's wish, he wanted to see if anyone cared at all ...                See full summary »
","
    Director:
GameMaker8Yt
                 | 
    Stars:
Betty Bat, 
Jayden Forsness, 
Millie, 
VampKiller92
    ",
